Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
ST19_SUPERF_INJURY_FOREA	Superficial injury of forearm	S51	Open wound of forearm	0.731723427772522	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol	F10	Mental and behavioural disorders due to use of alcohol	0.770409762859345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_TRAUMAT_SUBAR_HAEMORRHAGE	Traumatic subarachnoid haemorrhage	I60	Subarachnoid haemorrhage	0.909593880176544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage	40001_I609	Subarachnoid haemorrhage, unspecified	0.727888941764831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THYROIDITIS	Thyroiditis	E05	Thyrotoxicosis [hyperthyroidism]	0.83345639705658	1	3108	1120	1508	8	750	444	7	7	27	9	7	8	6	11
TONGUEABNORMALITY	Tongue abnormality	40001_C029	Tongue, unspecified	0.850791394710541	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TONGUEABNORMALITY	Tongue abnormality	Q38	Other congenital malformations of tongue, mouth and pharynx	0.707718729972839	1	1	2	0	0	0	0	0	2	1	0	0	0	0	0
ULCEROTH	Other ulcerative colitis	K51	Ulcerative colitis	0.803797721862793	1	16	3972	1839	0	0	1366	0	9	4	13	0	0	6	6
ULCEROTH	Other ulcerative colitis	K52	Other non-infective gastro-enteritis and colitis	0.753972887992859	1	16	2	0	0	0	0	0	1	4	0	0	0	0	0
ULCERPROCT	Ulcerative proctitis	K51	Ulcerative colitis	0.768401920795441	1	9	3972	1800	0	0	1520	0	9	5	15	0	0	9	9
VD_MX	Vascular dementia (mixed)	40001_F019	Vascular dementia, unspecified	0.717723608016968	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL	Evidence of alcohol involvement determined by blood alcohol level	F10	Mental and behavioural disorders due to use of alcohol	0.703884780406952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX	Evidence of alcohol involvement determined by level of intoxication	F10	Mental and behavioural disorders due to use of alcohol	0.738345384597778	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD	Family history of other specific disorders	Z87	Personal history of other diseases and conditions	0.737282872200012	1	5	1	0	0	0	0	0	0	2	0	0	0	0	0
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	Persons encountering health services for specific procedures and health care	Z71	Persons encountering health services for other counselling and medical advice, not elsewhere classified	0.736837387084961	1	2	3	0	0	0	0	0	1	1	0	0	0	0	0
Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS	Presence of cardiac and vascular implants and grafts	T82	Complications of cardiac and vascular prosthetic devices, implants and grafts	0.865944504737854	1	317	2	103	0	93	0	0	0	7	3	0	2	0	0
AB1_BACTINF_NOS	Bacterial infection, other or unspecified	J15	Bacterial pneumonia, not elsewhere classified	0.756297409534454	0	119	1	0	0	0	0	0	1	2	0	0	0	0	0
AB1_BACTINF_NOS	Bacterial infection, other or unspecified	40001_J189	Pneumonia, unspecified	0.723906397819519	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB1_INFECTIONS	Certain infectious and parasitic diseases	Z11	Special screening examination for infectious and parasitic diseases	0.788796961307526	0	1841	0	9	0	9	0	0	0	10	1	0	1	0	0
AB1_MENINGOCOCCAL	Meningococcal infection	J13	Pneumonia due to Streptococcus pneumoniae	0.71805739402771	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AB1_OTHER_BACT_INOTHER	Other bacterial agents as the cause of diseases classified to other chapters	K83	Other diseases of biliary tract	0.729569613933563	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
AB1_OTHER_MYCOBAC	Infection due to other mycobacteria	J13	Pneumonia due to Streptococcus pneumoniae	0.704330563545227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_OTHER_PROTOZOAL	Other protozoal intestinal diseases	K59	Other functional intestinal disorders	0.723684012889862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_OTHER_PROTOZOAL	Other protozoal intestinal diseases	A04	Other bacterial intestinal infections	0.705867230892181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_OTHER_SPIROCHAETAL	Other spirochaetal diseases	M46	Other inflammatory spondylopathies	0.726395130157471	0	8	6	1	0	0	1	0	1	1	0	0	0	0	0
AB1_OTHER_SPIROCHAETAL	Other spirochaetal diseases	M77	Other enthesopathies	0.715819358825684	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0
AB1_PNEUMOCYSTOSIS	Pneumocystosis	J13	Pneumonia due to Streptococcus pneumoniae	0.804257750511169	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AB1_PNEUMOCYSTOSIS	Pneumocystosis	40001_J189	Pneumonia, unspecified	0.720731735229492	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB1_POLIOMYELITIS	Acute poliomyelitis	40001_C920	Acute myeloid leukaemia	0.700196146965027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_RESP_TUBERCU_NONCONF	Respiratory tuberculosis, not confirmed bacteriologically or histologically	J15	Bacterial pneumonia, not elsewhere classified	0.710466742515564	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AB1_STREPTO_SEPSIS	Streptococcal septicaemia	J13	Pneumonia due to Streptococcus pneumoniae	0.729268610477448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_TUBERCU_OTH_ORG	Tuberculosis of other organs	D75	Other diseases of blood and blood-forming organs	0.777976214885712	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AB1_VIRAL_HEMOR_FEVER_NOS	Viral haemorrhagic fevers, not elsewhere classified/unspecified	R50	Fever of unknown origin	0.74632978439331	0	771	14	22	0	11	0	0	1	4	3	0	3	0	0
AB1_VIRAL_HEPATITIS	Viral hepatitis	40001_K701	Alcoholic hepatitis	0.703485250473022	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB1_VIRAL_NOS	Other viral diseases, not elsewhere classified	D89	Other disorders involving the immune mechanism, not elsewhere classified	0.72909277677536	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	Acute drug-induced interstitial lung disorder	40001_J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	0.720000803470612	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	Acute drug-induced interstitial lung disorder	C34	Malignant neoplasm of bronchus and lung	0.714708387851715	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0
ASTHMA_INFECTIONS	Asthma-related infections	J45	Asthma	0.862128794193268	0	1733	1158	2137	276	940	407	266	3	13	19	2	11	3	5
ASTHMA_INFECTIONS	Asthma-related infections	40001_J459	Asthma, unspecified	0.755169630050659	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASTHMA_PNEUMONIA	Asthma-related pneumonia	J13	Pneumonia due to Streptococcus pneumoniae	0.749566078186035	0	355	0	0	0	0	0	0	0	4	0	0	0	0	0
ASTHMA_PNEUMONIA_AND_SEPSIS	Asthma-related pneumonia or sepsis	J13	Pneumonia due to Streptococcus pneumoniae	0.777869582176209	0	375	0	0	0	0	0	0	0	4	0	0	0	0	0
ASTHMA_SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	J13	Pneumonia due to Streptococcus pneumoniae	0.783303558826447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_INTEST_INFECTION_NOS	Other specified/unspecified bacterial intestinal infections	K59	Other functional intestinal disorders	0.734400808811188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_BILIARY_TRACT	Malignant neoplasm of other and unspecified parts of biliary tract	C79	Secondary malignant neoplasm of other sites	0.802408516407013	0	1	4	0	0	0	0	0	2	1	0	0	0	0	0
C3_BILIARY_TRACT	Malignant neoplasm of other and unspecified parts of biliary tract	C02	Malignant neoplasm of other and unspecified parts of tongue	0.768952667713165	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
C3_BILIARY_TRACT	Malignant neoplasm of other and unspecified parts of biliary tract	40001_C809	Malignant neoplasm, unspecified	0.765690207481384	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_BONE_CARTILAGE	Malignant neoplasm of bone and articular cartilage	D16	Benign neoplasm of bone and articular cartilage	0.795103847980499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_BREAST_HERPLUS	Malignant neoplasm of breast, HER-positive	D24	Benign neoplasm of breast	0.734896957874298	0	699	7	64	0	51	1	0	1	33	4	0	3	1	1
C3_BREAST_HERPLUS	Malignant neoplasm of breast, HER-positive	C61	Malignant neoplasm of prostate	0.704010367393494	0	699	1444	469	0	7	440	0	27	33	15	1	4	11	12
C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (all cancers excluded)	N71	Inflammatory disease of uterus, except cervix	0.825742721557617	0	764	0	0	0	0	0	0	0	5	0	0	0	0	0
C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (all cancers excluded)	40001_C539	Cervix uteri, unspecified	0.758294224739075	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_CLL_EXALLC	Chronic lymphocytic leukaemia (all cancers excluded)	C92	Myeloid leukaemia	0.707106351852417	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C3_ENDOCRINE	Malignant neoplasm of endocrine gland	D35	Benign neoplasm of other and unspecified endocrine glands	0.757698118686676	0	306	0	44	0	44	0	0	0	12	1	0	1	0	0
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (all cancers excluded)	D35	Benign neoplasm of other and unspecified endocrine glands	0.778464496135712	0	308	0	41	0	41	0	0	0	16	1	0	1	0	0
C3_EYE_BRAIN_NEURO	Malignant neoplasm of eye, brain and central nervous system	40001_C97	Malignant neoplasms of independent (primary) multiple sites	0.787571609020233	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	D28	Benign neoplasm of other and unspecified female genital organs	0.802640080451965	0	126	0	0	0	0	0	0	0	1	0	0	0	0	0
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (all cancers excluded)	D28	Benign neoplasm of other and unspecified female genital organs	0.743418455123901	0	46	0	0	0	0	0	0	0	2	0	0	0	0	0
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (all cancers excluded)	40001_K746	Other and unspecified cirrhosis of liver	0.724967300891876	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_LUNG_NONSMALL	Non-small cell lung cancer	C34	Malignant neoplasm of bronchus and lung	0.716578543186188	0	160	7	261	0	150	3	0	3	2	4	0	2	1	1
C3_MALE_GENITAL	malignant neoplasm of male genital organs	D39	Neoplasm of uncertain or unknown behaviour of female genital organs	0.719172358512878	0	2863	7	112	0	94	0	0	1	71	3	0	4	0	0
C3_MALE_GENITAL_EXALLC	malignant neoplasm of male genital organs (all cancers excluded)	N49	Inflammatory disorders of male genital organs, not elsewhere classified	0.706954896450043	0	2717	2	95	0	80	0	0	0	70	4	0	2	0	0
C3_MENINGES	Malignant neoplasm of meninges	D32	Benign neoplasm of meninges	0.77755206823349	0	15	0	32	0	0	0	0	0	3	2	0	0	0	0
C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	C49	Malignant neoplasm of other connective and soft tissue	0.736360251903534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_NSCLC_ADENO	Non-small cell lung cancer, adenocarcinoma	C34	Malignant neoplasm of bronchus and lung	0.748249053955078	0	32	7	72	0	32	0	0	3	1	2	0	1	0	0
C3_OTHER_SKIN	Other malignant neoplasms of skin (=non-melanoma skin cancer)	L98	Other disorders of skin and subcutaneous tissue, not elsewhere classified	0.722963988780975	0	3243	1	1226	0	1220	0	0	0	62	22	0	21	0	0
C3_OTHER_SKIN	Other malignant neoplasms of skin (=non-melanoma skin cancer)	L08	Other local infections of skin and subcutaneous tissue	0.72097784280777	0	3243	0	934	0	932	0	0	0	62	17	0	16	0	0
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	D14	Benign neoplasm of middle ear and respiratory system	0.765264391899109	0	163	1	23	0	23	0	0	1	2	1	0	1	0	0
C3_SKIN	Malignant neoplasm of skin	C69	Malignant neoplasm of eye and adnexa	0.824188649654388	0	3246	0	506	0	506	0	0	0	61	12	0	12	0	0
C3_SKIN	Malignant neoplasm of skin	C32	Malignant neoplasm of larynx	0.778466165065765	0	3246	1	466	0	445	0	0	1	61	12	0	11	0	0
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	C02	Malignant neoplasm of other and unspecified parts of tongue	0.734908103942871	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	K57	Diverticular disease of intestine	0.712917685508728	0	5	275	65	0	0	65	0	14	1	2	0	0	2	2
C3_UNCERTAIN_SECONDARY_EXALLC	Secondary uncertain malignant neoplasm (all cancers excluded)	C77	Secondary and unspecified malignant neoplasm of lymph nodes	0.708963632583618	0	1762	0	0	0	0	0	0	0	5	0	0	0	0	0
C3_VULVA	Malignant neoplasm of vulva	C32	Malignant neoplasm of larynx	0.820656597614288	0	4	1	0	0	0	0	0	1	1	0	0	0	0	0
C3_VULVA	Malignant neoplasm of vulva	40001_C809	Malignant neoplasm, unspecified	0.784259021282196	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_VULVA	Malignant neoplasm of vulva	C19	Malignant neoplasm of rectosigmoid junction	0.774997532367706	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix	D17	Benign lipomatous neoplasm	0.757329106330872	0	1	17	0	0	0	0	0	3	1	0	0	0	0	0
CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix	D35	Benign neoplasm of other and unspecified endocrine glands	0.738830149173737	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix	D36	Benign neoplasm of other and unspecified sites	0.723552405834198	0	1	5	0	0	0	0	0	1	1	0	0	0	0	0
CD2_BENIGN_BLADDER	Benign neoplasm: Bladder	D30	Benign neoplasm of urinary organs	0.797878861427307	0	0	2	1	0	0	1	0	1	0	1	0	0	1	1
CD2_BENIGN_BLADDER	Benign neoplasm: Bladder	C67	Malignant neoplasm of bladder	0.717040419578552	0	0	47	0	0	0	0	0	2	0	0	0	0	0	0
CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	C34	Malignant neoplasm of bronchus and lung	0.826993346214294	0	1	7	1	0	0	0	0	3	0	1	0	0	0	0
CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	D14	Benign neoplasm of middle ear and respiratory system	0.822312474250793	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_BRONCHUS_LUNG_EXALLC	Benign neoplasm: Bronchus and lung (all cancers excluded)	C34	Malignant neoplasm of bronchus and lung	0.720942437648773	0	1	7	2	0	0	0	0	3	0	1	0	0	0	0
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	D17	Benign lipomatous neoplasm	0.741278648376465	0	15	17	8	0	0	0	0	3	1	1	0	0	0	0
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	D30	Benign neoplasm of urinary organs	0.712244510650635	0	15	2	0	0	0	0	0	1	1	0	0	0	0	0
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	D17	Benign lipomatous neoplasm	0.728502154350281	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	D30	Benign neoplasm of urinary organs	0.702644348144531	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_COLON	Benign neoplasm: Colon	C18	Malignant neoplasm of colon	0.768367052078247	0	77	10	153	0	63	6	0	4	5	8	0	2	1	1
CD2_BENIGN_CONJUNCTIVA	Benign neoplasm: Conjunctiva	D17	Benign lipomatous neoplasm	0.715750515460968	0	0	17	11	0	0	6	0	3	0	3	0	0	2	2
CD2_BENIGN_CONNSOFT_HEADFACETRUNK	Benign neoplasm: Connective and other soft tissue of head, face and neck	C49	Malignant neoplasm of other connective and soft tissue	0.716680288314819	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_CONNSOFT_NOS	Benign neoplasm: Connective and other soft tissue, unspecified	C49	Malignant neoplasm of other connective and soft tissue	0.748636543750763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	D17	Benign lipomatous neoplasm	0.785282850265503	0	4	17	0	0	0	0	0	3	1	0	0	0	0	0
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	D30	Benign neoplasm of urinary organs	0.726037323474884	0	4	2	0	0	0	0	0	1	1	0	0	0	0	0
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	D17	Benign lipomatous neoplasm	0.812014281749725	0	0	17	7	0	0	5	0	3	0	2	0	0	0	0
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	D30	Benign neoplasm of urinary organs	0.768000721931458	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_FEMALE_GEN_OTH_EXALLC	Benign neoplasm of other and unspecified female genital organs (all cancers excluded)	N49	Inflammatory disorders of male genital organs, not elsewhere classified	0.710970342159271	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	D30	Benign neoplasm of urinary organs	0.818746209144592	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.804683327674866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_INTRATHORACIC_EXALLC	Benign neoplasm of other and unspecified intrathoracic organs (all cancers excluded)	D28	Benign neoplasm of other and unspecified female genital organs	0.704619467258453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_KIDNEY_EXALLC	Benign neoplasm: Kidney (all cancers excluded)	C64	Malignant neoplasm of kidney, except renal pelvis	0.744078040122986	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_KIDNEY_EXALLC	Benign neoplasm: Kidney (all cancers excluded)	40001_C64	Malignant neoplasm of kidney, except renal pelvis	0.744078040122986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	D17	Benign lipomatous neoplasm	0.715031087398529	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	D14	Benign neoplasm of middle ear and respiratory system	0.706677079200745	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_LIP	Benign neoplasm: Lip	D17	Benign lipomatous neoplasm	0.874165534973145	0	0	17	5	0	0	0	0	3	0	1	0	0	0	0
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.788811147212982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	D11	Benign neoplasm of major salivary glands	0.789285063743591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	D24	Benign neoplasm of breast	0.72435861825943	0	0	7	2	0	0	0	0	1	0	1	0	0	0	0
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	D11	Benign neoplasm of major salivary glands	0.730697095394135	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_NOS	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	D11	Benign neoplasm of major salivary glands	0.769717574119568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_NOS	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	D28	Benign neoplasm of other and unspecified female genital organs	0.738167881965637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	D11	Benign neoplasm of major salivary glands	0.745404183864594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	D24	Benign neoplasm of breast	0.740828096866608	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_LIVER	Benign neoplasm: Liver	C22	Malignant neoplasm of liver and intrahepatic bile ducts	0.770706534385681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIVER	Benign neoplasm: Liver	D30	Benign neoplasm of urinary organs	0.706352591514587	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	C22	Malignant neoplasm of liver and intrahepatic bile ducts	0.797000288963318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	D30	Benign neoplasm of urinary organs	0.743354558944702	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	D11	Benign neoplasm of major salivary glands	0.72554087638855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIVE_BILE_EXALLC	Benign neoplasm: Liver/bile ducts (all cancers excluded)	C22	Malignant neoplasm of liver and intrahepatic bile ducts	0.71727842092514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_LIVE_BILE_EXALLC	Benign neoplasm: Liver/bile ducts (all cancers excluded)	40001_K746	Other and unspecified cirrhosis of liver	0.70470005273819	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	D28	Benign neoplasm of other and unspecified female genital organs	0.824314296245575	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	D30	Benign neoplasm of urinary organs	0.806054294109345	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_MALE_GEN_EXALLC	Benign neoplasm of male genital organs (all cancers excluded)	D28	Benign neoplasm of other and unspecified female genital organs	0.763241708278656	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_MALE_GEN_EXALLC	Benign neoplasm of male genital organs (all cancers excluded)	N49	Inflammatory disorders of male genital organs, not elsewhere classified	0.74783581495285	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_MOUTH_NOS	Benign neoplasm: Other and unspecified parts of mouth	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.761900901794434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	D10	Benign neoplasm of mouth and pharynx	0.788021922111511	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	C15	Malignant neoplasm of oesophagus	0.77320921421051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	K20	Oesophagitis	0.746265888214111	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_OROPHA_OTHER	Benign neoplasm: Other parts of oropharynx	D30	Benign neoplasm of urinary organs	0.757884800434112	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_OVARY_EXALLC	Benign neoplasm of ovary (all cancers excluded)	N83	Noninflammatory disorders of ovary, Fallopian tube and broad ligament	0.720216155052185	0	27	0	9	0	0	0	0	0	7	1	0	0	0	0
CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	C25	Malignant neoplasm of pancreas	0.813587963581085	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_PANCREAS_EXALLC	Benign neoplasm: Pancreas (all cancers excluded)	C25	Malignant neoplasm of pancreas	0.701985001564026	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_PARATHYROID	Benign neoplasm: Parathyroid gland	D30	Benign neoplasm of urinary organs	0.744603216648102	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_PARATHYROID	Benign neoplasm: Parathyroid gland	E21	Hyperparathyroidism and other disorders of parathyroid gland	0.740795850753784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	D30	Benign neoplasm of urinary organs	0.734324216842651	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	D17	Benign lipomatous neoplasm	0.733051180839539	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	D27	Benign neoplasm of ovary	0.73088276386261	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_PITUITARY_CRANIPHAR	Benign neoplasm: Pituitary gland, craniopharyngeal duct	D10	Benign neoplasm of mouth and pharynx	0.786389708518982	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0
CD2_BENIGN_PITUITARY_CRANIPHAR	Benign neoplasm: Pituitary gland, craniopharyngeal duct	D30	Benign neoplasm of urinary organs	0.724394977092743	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0
CD2_BENIGN_PITUITARY_CRANIPHAR	Benign neoplasm: Pituitary gland, craniopharyngeal duct	D11	Benign neoplasm of major salivary glands	0.718470931053162	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_PROSTATE	Benign neoplasm: Prostate	C61	Malignant neoplasm of prostate	0.785561323165894	0	0	1444	486	0	0	476	0	27	0	17	0	0	16	16
