phenocode	name	category
R18_SYNCO_COLLAP	Syncope and collapse	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
R18_UNKNO_UNSPE_CAUSES_MORBIDI	Unknown and unspecified causes of morbidity	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
R18_UNSPE_HAEMATU	Unspecified haematuria	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
R18_UNSPE_JAUND	Unspecified jaundice	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
R18_UNSPE_URINARY_INCONTINENCE	Unspecified urinary incontinence	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
R18_VOICE_DISTU	Voice disturbances	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
REAC_ARTHRO_NOS	Other/unspecified reactive arthropathies	Rheuma endpoints
RESPIRATORYINSUFF	Respiratory insufficiency	Interstitial lung disease endpoints
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	Interstitial lung disease endpoints
RHEUMA_ARHTROPAT_REACTIVE	"Reactive arthropathies, FINNGEN"	Rheuma endpoints
RHEUMA_CHRYSTAL	"Chrystal arthropathies, rheuma endpoint"	Rheuma endpoints
RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints	Rheuma endpoints
RHEUMA_NOS	Other/unspecified rheumatoid arthritis	Rheuma endpoints
RHEUMA_OTHER_WIDE	"Other (seronegative) rheumatoid arthritis, wide"	Rheuma endpoints
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	Rheuma endpoints
RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	Rheuma endpoints
RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis	Rheuma endpoints
RHEUMA_SEROPOS_STRICT	"Seropositive rheumatoid arthritis, strict definition"	Rheuma endpoints
RHEUMA_SEROPOS_WIDE	"Seropositive rheumatoid arthritis, wide"	Rheuma endpoints
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	Rheuma endpoints
RHINITIS_VASOMOTOR	Vasomotor rhinitis (mode)	Comorbidities of Asthma
RX_ANTIHYP	Antihypertensive medication - note that there are other indications	Drug purchase endpoints
RX_CODEINE_TRAMADOL	Codeine or tramadol medication	Drug purchase endpoints
RX_CROHN_1STLINE	First line medication for Crohns disease	Drug purchase endpoints
RX_CROHN_2NDLINE	Second line medication for Crohns disease	Drug purchase endpoints
RX_GLUCOSAMINE	Glucosamine medication	Drug purchase endpoints
RX_INFERTILITY	Medical treatment for female infertility	Drug purchase endpoints
RX_PARACETAMOL_NSAID	Paracetamol of NSAID medication	Drug purchase endpoints
RX_RHEUMA_BIOLOGICAL	Biological medication for rheuma	Drug purchase endpoints
RX_STATIN	Statin medication	IX Diseases of the circulatory system (I9_)
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	Rheuma endpoints
SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	Rheuma endpoints
SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	Interstitial lung disease endpoints
SFN	Small fibre neuropathy	Neurological endpoints
SLEEP	Sleep disorders (combined)	Neurological endpoints
SLE_FG	SLE (Finngen)	Rheuma endpoints
SLE_NOS	"Systemic lupus erythematosus, unspecified"	Rheuma endpoints
SLE_OTH	Other forms of systemic lupus erythematosus	Rheuma endpoints
SLE_STRICT	"SLE, strict definition"	Rheuma endpoints
SMOKING	Smoking	Miscellaneous, not yet classified endpoints
SMOKING_DEPEND	Smoking dependancy	Comorbidities of Asthma
SPONDYLOARTHRITIS	Spondyloarthritis	Comorbidities of Interstitial lung disease endpoints
SPONDYLOPATHY_FG	Spondylopathies (FG)	Rheuma endpoints
ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	"Adverse effects, not elsewhere classified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT	!Aliquae complicationes praecoces traumatis	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CLASSIFIED_ACCOR_EXTENT_BODY_SURFA_INVOLVED	Burns classified according to extent of body surface involved	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CORROSIO	Burns and corrosions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CORROSIO_CONFIN_EYE_INTERNAL_ORGANS	Burns and corrosions confined to eye and internal organs	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CORROSIO_EXTER_BODY_SURFA_SPECIFE_SITE	"Burns and corrosions of external body surface, specified by site"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CORROSIO_MULTIPLE_BODY_REGIONS	Burns and corrosions of multiple body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURNS_CORROSIO_MULTIPLE_UNSPE_BODY_REGIONS	Burns and corrosions of multiple and unspecified body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_ANKLE_FOOT	Burn and corrosion of ankle and foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_CONFIN_EYE_ADNEXA	Burn and corrosion confined to eye and adnexa	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_HEAD_NECK	Burn and corrosion of head and neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_HIP_LOWER_LIMB_ANKLE_FOOT	"Burn and corrosion of hip and lower limb, except ankle and foot"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	"Burn and corrosion of shoulder and upper limb, except wrist and hand"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_TRUNK	Burn and corrosion of trunk	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_BURN_CORROSION_WRIST_HAND	Burn and corrosion of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of cardiac and vascular prosthetic devices, implants and grafts"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_FOLLOWI_INFUS_TRANSFU_THERAPE_INJEC	"Complications following infusion, transfusion and therapeutic injection"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of genitourinary prosthetic devices, implants and grafts"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_INTERNAL_ORTHOPA_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of internal orthopaedic prosthetic devices, implants and grafts"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_OTHER_INTERNAL_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of other internal prosthetic devices, implants and grafts"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_PECUL_REATTACHM_AMPUT	Complications peculiar to reattachment and amputation	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	"Complications of procedures, not elsewhere classified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	"Complications of surgical and medical care, not elsewhere classified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_CONCUSSION	Concussion	Neurological endpoints
ST19_CONTU_ANKLE	Contusion of ankle	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_CONTU_OTHER_UNSPE_PARTS_FOOT	Contusion of other and unspecified parts of foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_CONTU_TOES_WO_DAMAGE_NAIL	Contusion of toe(s) without damage to nail	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_CONTU_TOES_W_DAMAGE_NAIL	Contusion of toe(s) with damage to nail	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_CRUSHI_INJURY_WRIST_HAND	Crushing injury of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DIFFU_BRAIN_INJURY	Diffuse brain injury	Neurological endpoints
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	"Dislocation, sprain and strain of joints and ligaments at ankle and foot level"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ELBOW	"Dislocation, sprain and strain of joints and ligaments of elbow"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD	"Dislocation, sprain and strain of joints and ligaments of head"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	"Dislocation, sprain and strain of joints and ligaments of knee"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_LUMBAR_SPINE_PELVIS	"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	"Dislocation, sprain and strain of joints and ligaments at neck level"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_SHOUL_GIRDLE	"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_THORAX	"Dislocation, sprain and strain of joints and ligaments of thorax"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_WRIST_HAND_LEVEL	"Dislocation, sprain and strain of joints and ligaments at wrist and hand level"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_DISLO_SPRAIN_STRAIN_JOINT_LIGAM_HIP	"Dislocation, sprain and strain of joint and ligaments of hip"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_EARLY_COMPLICATIO_TRAUMA	Early complications of trauma	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_EFFEC_FOREI_BODY_ENTERING_NATURAL_ORIFI	Effects of foreign body entering through natural orifice	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_EFFEC_HEAT_LIGHT	Effects of heat and light	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_EFFEC_OTHER_EXTER_CAUSES	Effects of other external causes	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_EPIDU_HAEMORRHAGE	Epidural haemorrhage	Neurological endpoints
ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU	Failure and rejection of transplanted organs and tissues	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FOCAL_BRAIN_INJURY	Focal brain injury	Neurological endpoints
ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FOREI_BODY_EAR	Foreign body in ear	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FOREI_BODY_EXTER_EYE	Foreign body on external eye	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FOREI_BODY_GENITO_TRACT	Foreign body in genitourinary tract	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FOREI_BODY_RESPI_TRACT	Foreign body in respiratory tract	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_FEMUR	Fracture of femur	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_FOOT_ANKLE	"Fracture of foot, except ankle"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_FOREA	Fracture of forearm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_LOWER_LEG_INCLU_ANKLE	"Fracture of lower leg, including ankle"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_LUMBAR_SPINE_PELVIS	Fracture of lumbar spine and pelvis	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_NECK	Fracture of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	"Fracture of rib(s), sternum and thoracic spine"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_SHOUL_UPPER_ARM	Fracture of shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_FROSTBITE	Frostbite	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_HYPOTHERMIA	Hypothermia	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_ICTRAUOTHUNS	Other and unspecified intracranial injuries	Neurological endpoints
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	"Injuries to the abdomen, lower back, lumbar spine and pelvis"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_HEAD	Injuries to the head	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Injuries involving multiple body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_NECK	Injuries to the neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_SHOUL_UPPER_ARM	Injuries to the shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_THORAX	Injuries to the thorax	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	"Injuries to unspecified part of trunk, limb or body region"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL	Injury of blood vessels at wrist and hand level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_CRANIAL_NERVES	Injury of cranial nerves	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_EYE_ORBIT	Injury of eye and orbit	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_INTRA_AB_ORGANS	Injury of intra-abdominal organs	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL	Injury of muscle and tendon at ankle and foot level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL	Injury of muscle and tendon at hip and thigh level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL	Injury of muscle and tendon at shoulder and upper arm level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL	Injury of muscle and tendon at wrist and hand level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL	Injury of nerves at ankle and foot level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_FOREA_LEVEL	Injury of nerves at forearm level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_LOWER_LEG_LEVEL	Injury of nerves at lower leg level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL	Injury of nerves at shoulder and upper arm level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL	Injury of nerves and spinal cord at neck level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_NERVES_WRIST_HAND_LEVEL	Injury of nerves at wrist and hand level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS	Injury of other and unspecified intrathoracic organs	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_UNSPE_BODY_REGION	Injury of unspecified body region	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INJURY_URINARY_PELVIC_ORGANS	Injury of urinary and pelvic organs	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_INTRACRATRAUMA	Intracranial trauma	Neurological endpoints
ST19_INTRACR_INJURY	Intracranial injury	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_MALTR_SYNDR	Maltreatment syndromes	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS	"Open wound of abdomen, lower back and pelvis"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_FOREA	Open wound of forearm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_HEAD	Open wound of head	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_HIP_THIGH	Open wound of hip and thigh	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_LOWER_LEG	Open wound of lower leg	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_NECK	Open wound of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_SHOUL_UPPER_ARM	Open wound of shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_THORAX	Open wound of thorax	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OPEN_WOUND_WRIST_HAND	Open wound of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	"Other complications of surgical and medical care, not elsewhere classified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE	"Other injuries of upper limb, level unspecified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1	Other and specified injuries of hip and thigh	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES	Other and unspecified effects of external causes	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_ABDOMEN_LOWER_BACK_PELVIS	"Other and unspecified injuries of abdomen, lower back and pelvis"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_ANKLE_FOOT	Other and unspecified injuries of ankle and foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_HEAD	Other and unspecified injuries of head	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_LOWER_LEG	Other and unspecified injuries of lower leg	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_NECK	Other and unspecified injuries of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_SHOUL_UPPER_ARM	Other and unspecified injuries of shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_THORAX	Other and unspecified injuries of thorax	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_OTHER_UNSPE_INJURI_WRIST_HAND	Other and unspecified injuries of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	"Poisoning by drugs, medicaments and biological substances"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_POISO_MEDICI	Poisoning by medicine	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_POISO_MEDICI_ADVERSE	"Poisoning by medicine, drug-induced"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_POISO_NARCOT_PSYCHOD_HALLUCINOG	Poisoning by narcotics and psychodysleptics [hallucinogens]	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_POST_TRAU_WOUND_INFECTION_NOT_ELSEW_CLASSIFIED	"Post-traumatic wound infection, not elsewhere classified"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SEQUEL_INJURI_HEAD	Sequelae of injuries of head	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SEQUEL_INJURI_LOWER_LIMB	Sequelae of injuries of lower limb	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SEQUEL_INJURI_NECK_TRUNK	Sequelae of injuries of neck and trunk	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES	"Sequelae of injuries, of poisoning and of other consequences of external causes"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SEQUEL_INJURI_UPPER_LIMB	Sequelae of injuries of upper limb	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_FROST	Superficial frostbite	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Superficial injuries involving multiple body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_ABDOMEN_LOWER_BACK_PELVIS	"Superficial injury of abdomen, lower back and pelvis"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_ANKLE_FOOT	Superficial injury of ankle and foot	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_FOREA	Superficial injury of forearm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_HEAD	Superficial injury of head	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_LOWER_LEG	Superficial injury of lower leg	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_NECK	Superficial injury of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_SHOUL_UPPER_ARM	Superficial injury of shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_THORAX	Superficial injury of thorax	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol	Alcohol related diseases
ST19_TOXIC_EFFECT_CARBON_MONOX	Toxic effect of carbon monoxide	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TOXIC_EFFECT_CONTACT_W_VENOMO_ANIMALS	Toxic effect of contact with venomous animals	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TOXIC_EFFECT_ETHAN	Toxic effect of ethanol	Alcohol related diseases
ST19_TOXIC_EFFECT_OTHER_GASES_FUMES_VAPOU	"Toxic effect of other gases, fumes and vapours"	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TOXIC_EFFECT_OTHER_UNSPE_SUBST	Toxic effect of other and unspecified substances	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TOXIC_EFFEC_SUBST_CHIEF_NONME_SOURCE	Toxic effects of substances chiefly nonmedicinal as to source	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TRAUMAT_AMPUT_WRIST_HAND	Traumatic amputation of wrist and hand	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TRAUMAT_ISCHA_MUSCLE	Traumatic ischaemia of muscle	XIX Injury, poisoning and certain other consequences of external causes (ST19_)
ST19_TRAUMAT_SUBAR_HAEMORRHAGE	Traumatic subarachnoid haemorrhage	Neurological endpoints
ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage	Neurological endpoints
STILL_ADULT	Adult-onset Still disease	Rheuma endpoints
SYSTSCLE_STRICT	"Systemic sclerosis,strict definition"	Rheuma endpoints
T1D	"Type1 diabetes, definitions combined"	Diabetes endpoints
T1D_STRICT	"Type 1 diabetes, strict definition"	Diabetes endpoints
T1D_STRICT1	"Type 1 diabetes, strict definition, subgroup 1"	Diabetes endpoints
T1D_STRICT2	"Type 1 diabetes, strict definition, subgroup 2"	Diabetes endpoints
T1D_WIDE	"Type 1 diabetes, wide definition"	Diabetes endpoints
T1D_WIDE1	"Type 1 diabetes, wide definition, subgroup 1"	Diabetes endpoints
T1D_WIDE2	"Type 1 diabetes, wide definition, subgroup 2"	Diabetes endpoints
T2D	"Type 2 diabetes, definitions combined"	Diabetes endpoints
T2D_INCLAVO	"Type 2 diabetes, definitions combined, including avohilmo"	Diabetes endpoints
T2D_WIDE	"Type 2 diabetes, wide definition"	Diabetes endpoints
TBC_RESP	Respiratory tuberculosis	I Certain infectious and parasitic diseases (AB1_)
TEMPOROMANDIB	Temporomandibular joint disorders	XI Diseases of the digestive system (K11_)
THROMBOCYTAEMIA	Essential (haemorrhagic) thrombocythaemia	Other, not yet classified endpoints (same as #MISC)
THYROIDITIS	Thyroiditis	Comorbidities of Gastrointestinal endpoints
THYROID_DISORDER_IBD	"Disorders of thyroid, IBD co-morbidities"	Comorbidities of Gastrointestinal endpoints
THYROTOXICOSIS	Thyrotoxicosis	Comorbidities of Gastrointestinal endpoints
TONGUEABNORMALITY	Tongue abnormality	XI Diseases of the digestive system (K11_)
TRAUMBRAIN_NONCONCUS	"severe traumatic brain injury, does not include concussion"	Neurological endpoints
